Date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death
2021-02-01,VI,2558,,,16,0.0,25
2021-03-01,VI,2767,,,0,0.0,25
2020-05-01,MT,493,493.0,0.0,8,0.0,17
2021-12-01,CT,510188,457827.0,52361.0,0,0.0,9160
2020-05-01,ME,1245,1172.0,73.0,30,6.0,62
2020-12-01,NC,399091,372327.0,26764.0,5519,321.0,6122
2022-02-01,AL,1261685,914686.0,346999.0,2389,1028.0,18543
2020-02-01,IL,2,,,0,,0
2022-02-01,CA,8830785,8259026.0,571759.0,14697,0.0,82142
2021-10-01,VT,36667,,,298,1.0,353
2020-10-01,GU,2818,,,201,2.0,55
2020-06-01,VI,71,,,0,0.0,6
2022-03-01,ME,234841,169928.0,64913.0,0,0.0,2195
2020-07-01,MO,28205,,,322,4.0,1131
2020-10-01,ME,6000,5419.0,581.0,31,2.0,146
2022-04-01,CT,744459,666900.0,77559.0,407,3.0,10809
2021-01-01,MO,490138,,,3111,762.0,7407
2020-10-01,VT,1695,,,9,0.0,57
2022-03-01,NC,2634021,2198200.0,435821.0,544,173.0,24496
2021-05-01,MS,316963,194096.0,122867.0,142,84.0,7395
2022-04-01,VI,16349,,,43,0.0,111
2022-03-01,NV,686236,647600.0,38636.0,371,12.0,9844
2021-03-01,WI,629787,572770.0,57017.0,380,42.0,7240
2022-03-01,NC,2620799,2188282.0,432517.0,671,113.0,24140
2021-03-01,ID,172288,139667.0,32621.0,452,107.0,1876
2021-08-01,MO,682738,,,1220,228.0,9667
2021-05-01,MD,459095,,,217,0.0,9642
2021-03-01,AL,508868,398975.0,109893.0,563,184.0,10839
2020-06-01,MD,61701,,,396,0.0,3051
2021-08-01,ND,114806,104552.0,10254.0,59,-19.0,1551
2022-03-01,CA,9031040,8438328.0,592712.0,11628,0.0,86794
2021-12-01,ID,313423,248381.0,65042.0,382,112.0,4060
2021-02-01,MT,97539,97539.0,0.0,138,0.0,1328
2022-02-01,DE,256093,233324.0,22769.0,219,14.0,2695
2022-04-01,IN,1693565,,,0,0.0,23509
2020-06-01,VT,946,,,1,0.0,54
2020-05-01,DE,4994,4855.0,139.0,195,5.0,159
2020-12-01,MD,236961,,,2314,0.0,5450
2020-07-01,ND,4792,4792.0,0.0,124,0.0,89
2021-08-01,CT,368481,335476.0,33005.0,1071,71.0,8335
2022-04-01,ID,445350,348949.0,96401.0,183,60.0,4918
2020-12-01,DE,55380,53315.0,2065.0,588,13.0,897
2021-01-01,NE,187509,,,527,0.0,1879
2020-07-01,IL,148987,147865.0,1122.0,614,0.0,7236
2021-06-01,IL,1384903,1384903.0,0.0,538,0.0,25314
2021-04-01,NV,308755,308755.0,0.0,412,0.0,5339
2020-06-01,NC,37556,37550.0,6.0,822,1.0,1147
2021-02-01,ND,99312,94273.0,5039.0,35,-6.0,1438
2021-07-01,GU,8541,,,12,0.0,143
2020-04-01,DE,1470,1446.0,24.0,152,4.0,33
2020-12-01,NH,30244,,,784,282.0,600
2020-05-01,WI,8236,8236.0,0.0,272,0.0,340
2022-04-01,MI,2411464,2099201.0,312263.0,0,0.0,35935
2022-03-01,NH,299213,,,0,0.0,2402
2021-11-01,NV,458491,446461.0,12030.0,0,0.0,7797
2020-10-01,DE,20909,19904.0,1005.0,141,1.0,645
2020-11-01,MO,236723,,,2399,237.0,3846
2020-06-01,DE,10120,9280.0,840.0,35,0.0,414
2021-03-01,NH,82745,,,371,139.0,1235
2020-11-01,DE,28383,27215.0,1168.0,374,10.0,736
2021-09-01,CT,374470,340508.0,33962.0,686,28.0,8394
2021-03-01,IN,663151,,,553,0.0,12560
2021-03-01,AL,514469,403004.0,111465.0,455,131.0,10970
2021-04-01,NH,89605,,,376,169.0,1257
2020-05-01,AL,16719,16464.0,255.0,485,8.0,821
2021-03-01,VI,2767,,,0,0.0,25
2020-03-01,MI,14759,14435.0,324.0,1383,35.0,218
2020-12-01,IN,453196,,,5961,0.0,7242
2020-11-01,MT,36968,36968.0,0.0,1013,0.0,407
2021-12-01,CT,450315,404571.0,45744.0,2999,627.0,9000
2020-02-01,MD,0,,,0,0.0,0
2021-04-01,NE,219564,,,275,0.0,2242
2021-01-01,MO,508374,,,2331,673.0,7746
2022-03-01,NH,301534,,,149,0.0,2443
2020-12-01,MI,534021,491533.0,42488.0,3821,369.0,11616
2021-01-01,CA,3019371,3019371.0,0.0,22403,0.0,33690
2020-11-01,AL,211651,179812.0,31839.0,2921,769.0,4859
2020-05-01,NV,6109,6098.0,11.0,81,11.0,317
2021-01-01,WA,286255,,,2041,141.0,3903
2021-08-01,NV,368625,368625.0,0.0,916,0.0,6096
2021-08-01,CA,4323858,4145550.0,178308.0,11899,0.0,64802
2022-01-01,NC,2304283,1934589.0,369694.0,35853,4472.0,21212
2021-11-01,NC,1510609,1276115.0,234494.0,2117,426.0,18850
2020-07-01,WA,51705,,,1001,4.0,1494
2020-11-01,MD,151505,,,1541,0.0,4348
2021-04-01,NH,88854,,,408,130.0,1257
2021-10-01,WA,666547,,,1984,196.0,7793
2020-11-01,NH,15303,,,274,79.0,502
2021-12-01,ME,134167,96455.0,37712.0,1220,291.0,1357
2021-05-01,NC,986882,847913.0,138969.0,449,91.0,13409
2020-03-01,ME,22,22.0,0.0,5,0.0,0
2020-06-01,ME,2922,2638.0,284.0,11,0.0,102
2021-12-01,MI,1645578,1448523.0,197055.0,8679,1363.0,28344
2020-04-01,WA,8815,,,392,0.0,445
2021-11-01,IL,1735586,1735586.0,0.0,0,0.0,28986
2022-03-01,MS,790168,434667.0,355501.0,228,133.0,12100
2020-06-01,IN,42061,,,315,0.0,2522
2022-03-01,IL,3045718,3045718.0,0.0,0,0.0,37310
2021-11-01,WI,887242,794533.0,92709.0,4785,534.0,9430
2020-05-01,MI,80792,75217.0,5575.0,3612,350.0,5413
2021-07-01,MI,1008193,901749.0,106444.0,533,95.0,21145
2020-09-01,IN,95750,,,859,0.0,3306
2020-09-01,CT,53365,51221.0,2144.0,156,11.0,4468
2021-12-01,VT,51667,,,503,0.0,422
2021-02-01,MS,286654,179533.0,107121.0,822,365.0,6838
2021-12-01,MS,519115,296578.0,222537.0,445,208.0,10326
2021-03-01,VT,15419,,,121,3.0,212
2021-07-01,NC,1013657,867306.0,146351.0,1112,295.0,13705
2021-12-01,GU,19357,,,9,5.0,270
2021-09-01,CA,4480630,4291571.0,189059.0,14267,0.0,65965
2021-10-01,MO,841607,,,411,33.0,11836
2022-04-01,VI,15656,,,0,0.0,111
2021-11-01,DE,144323,132645.0,11678.0,269,45.0,2115
2020-10-01,ID,52582,46754.0,5828.0,878,210.0,529
2021-09-01,VT,29842,,,115,5.0,297
2021-08-01,ND,117497,106662.0,10835.0,659,216.0,1560
2020-04-01,NE,4461,,,514,0.0,70
2022-02-01,WI,1531396,1346588.0,184808.0,5309,529.0,12548
2020-04-01,NC,5481,5481.0,0.0,294,0.0,181
2022-03-01,VT,107318,,,0,0.0,585
2022-02-01,NV,683766,645367.0,38399.0,2379,1581.0,9704
2021-02-01,MD,355636,,,1163,0.0,7619
2021-09-01,MO,801753,,,1004,102.0,11063
2021-01-01,ND,94968,91357.0,3611.0,138,89.0,1355
2020-06-01,GU,179,,,0,0.0,5
2021-06-01,CT,348802,319165.0,29637.0,45,12.0,8271
2021-11-01,CA,5045388,4789257.0,256131.0,4195,0.0,73365
2022-04-01,MD,1023905,,,1044,0.0,14418
2020-08-01,MT,4744,4744.0,0.0,151,0.0,70
2021-01-01,GU,7399,,,0,0.0,124
2022-03-01,AL,1291775,930212.0,361563.0,405,165.0,19485
2021-07-01,NC,1010041,864690.0,145351.0,685,169.0,13689
2021-06-01,CA,3704005,3704005.0,0.0,1123,0.0,62693
2020-11-01,NV,136227,136227.0,0.0,2339,0.0,2023
2020-12-01,MT,78929,78929.0,0.0,407,0.0,916
2021-07-01,IN,759062,,,583,0.0,13925
2022-01-01,ID,319382,253175.0,66207.0,0,0.0,4162
2020-02-01,ME,0,0.0,0.0,0,0.0,0
2020-08-01,NV,58856,58650.0,206.0,586,-16.0,1058
2021-07-01,IL,1399946,1399946.0,0.0,676,0.0,25820
2020-02-01,IL,2,,,0,,0
2021-07-01,CT,349476,319735.0,29741.0,89,35.0,8279
2020-07-01,MO,48964,,,1114,17.0,1310
2020-10-01,VT,1783,,,10,0.0,57
2021-11-01,NE,295244,223488.0,71756.0,997,330.0,3044
2020-04-01,MT,451,451.0,0.0,2,0.0,16
2020-09-01,MI,237401,215175.0,22226.0,1042,89.0,7063
2022-04-01,NV,716548,661027.0,55521.0,391,53.0,10681
2022-02-01,IN,1679591,,,963,0.0,22736
2022-04-01,CA,9095256,8494005.0,601251.0,0,0.0,88207
2020-10-01,NC,258071,247892.0,10179.0,2415,262.0,4480
2020-08-01,MI,174435,158392.0,16043.0,1354,117.0,6589
2021-03-01,MD,396746,,,1113,0.0,8655
2020-10-01,GU,4141,,,0,0.0,69
2021-06-01,DE,108685,101565.0,7120.0,54,14.0,1679
2021-02-01,DE,86891,82563.0,4328.0,289,29.0,1406
2021-10-01,MO,824356,,,1010,151.0,11524
2020-02-01,AL,0,0.0,0.0,0,0.0,0
2020-10-01,MI,251130,227440.0,23690.0,1570,150.0,7232
2020-07-01,WI,35230,32061.0,3169.0,490,6.0,803
2020-06-01,IL,142776,141723.0,1053.0,646,0.0,7089
2021-11-01,ME,118294,84588.0,33706.0,966,249.0,1270
2021-01-01,MI,618799,567456.0,51343.0,2735,371.0,14709
2021-04-01,WI,656526,594682.0,61844.0,465,66.0,7473
2020-04-01,NE,648,,,73,0.0,17
2020-10-01,NH,8680,,,35,5.0,444
2022-04-01,CA,9115022,8513771.0,601251.0,0,0.0,88557
2021-09-01,ME,87113,62400.0,24713.0,330,119.0,1002
2022-04-01,MO,1421159,,,0,0.0,20314
2021-01-01,ND,93240,90096.0,3144.0,199,58.0,1312
2022-03-01,MI,2363519,2058856.0,304663.0,1550,579.0,34766
2021-10-01,MS,492558,283313.0,209245.0,834,572.0,9768
2022-01-01,IL,2263166,2263166.0,0.0,24423,0.0,31312
2022-03-01,NC,2627845,2193572.0,434273.0,606,137.0,24374
2020-10-01,ID,49247,44160.0,5087.0,584,84.0,512
2020-02-01,MO,0,,,0,,0
2021-07-01,NE,225205,,,85,0.0,2262
2021-04-01,NC,911599,790928.0,120671.0,1732,359.0,12804
2020-08-01,MS,79690,75856.0,3834.0,777,141.0,2672
2022-02-01,WA,1408987,,,3050,1044.0,11732
2020-05-01,CT,39017,37037.0,1980.0,587,36.0,3529
2020-06-01,WI,18917,18917.0,0.0,374,0.0,607
2020-08-01,WI,79730,74800.0,4930.0,862,43.0,1127
2021-07-01,MO,663127,,,1620,367.0,9557
2021-07-01,MO,658601,,,2865,838.0,9549
2021-08-01,MI,1020141,911924.0,108217.0,814,125.0,21224
2021-09-01,IL,1605320,1605320.0,0.0,3561,0.0,27351
2020-10-01,CA,823729,823729.0,0.0,4293,0.0,15999
2021-03-01,AL,510766,400319.0,110447.0,187,59.0,10885
2020-05-01,MD,39762,,,958,0.0,2148
2020-09-01,MD,122972,,,613,0.0,4048
2022-04-01,WI,1610601,1415864.0,194737.0,1682,199.0,14413
2020-03-01,NH,258,,,44,,3
2022-05-01,ID,446227,349544.0,96683.0,187,37.0,4927
2020-03-01,IN,30,,,6,0.0,0
2020-09-01,WI,126664,119955.0,6709.0,2447,80.0,1310
2020-08-01,MO,83276,,,1514,63.0,1775
2021-06-01,MT,112129,101198.0,10931.0,127,211.0,1627
2020-10-01,NH,10328,,,90,22.0,473
2020-11-01,CA,1059267,1059267.0,0.0,11478,0.0,18502
2022-01-01,NH,198667,,,0,0.0,1961
2020-10-01,NE,64260,,,614,0.0,596
2021-06-01,IN,746554,,,419,0.0,13669
2021-07-01,NC,1022909,874252.0,148657.0,1927,465.0,13747
2020-08-01,WI,75205,70462.0,4743.0,479,26.0,1089
2021-10-01,GU,18151,,,111,68.0,238
2021-04-01,WI,658696,596552.0,62144.0,824,136.0,7534
2021-02-01,NV,289392,289392.0,0.0,363,0.0,4774
2020-10-01,ID,44422,40131.0,4291.0,458,49.0,487
2021-04-01,NE,211779,,,345,0.0,2181
2021-08-01,MI,1020843,912513.0,108330.0,702,113.0,21226
2020-03-01,MT,21,,,6,,0
2021-08-01,MI,1052572,939761.0,112811.0,2419,378.0,21463
2021-11-01,ND,154950,130591.0,24359.0,0,0.0,1815
2022-03-01,MO,1405420,,,0,0.0,19731
2021-04-01,MD,447401,,,942,0.0,9343
2021-01-01,CT,217047,204505.0,12542.0,3689,308.0,6449
2020-03-01,ME,0,0.0,0.0,0,0.0,0
2021-10-01,NE,275694,211658.0,64036.0,701,276.0,2897
2021-07-01,IL,1402763,1402763.0,0.0,939,0.0,25841
2021-04-01,NC,909867,789555.0,120312.0,1858,454.0,12794
2020-03-01,CA,472,472.0,0.0,80,0.0,5
2020-09-01,ME,5060,4587.0,473.0,26,4.0,140
2022-02-01,ME,225388,163621.0,61767.0,185,29.0,1960
2021-10-01,WA,689263,,,2671,814.0,8152
2020-03-01,NC,1427,1427.0,0.0,194,0.0,13
2021-04-01,NC,923335,799772.0,123563.0,2110,495.0,12877
2021-06-01,WA,436126,,,399,70.0,5789
2021-11-01,MO,869288,,,3270,851.0,12336
2020-05-01,MO,11020,,,186,0.0,711
2020-04-01,NE,429,,,54,0.0,8
2022-04-01,NH,305119,,,326,0.0,2464
2021-11-01,ID,301841,239622.0,62219.0,650,155.0,3801
2020-08-01,CA,628031,628031.0,0.0,6469,0.0,11114
2021-02-01,GU,7734,,,5,0.0,130
2020-08-01,NH,6660,,,26,0.0,417
2020-08-01,VI,1030,,,32,0.0,14
2021-09-01,NV,410841,410841.0,0.0,737,0.0,6856
2022-04-01,DE,260735,237437.0,23298.0,169,-15.0,2896
2020-07-01,VT,1282,,,13,0.0,56
2020-05-01,NV,5500,5491.0,9.0,74,9.0,275
2020-03-01,NE,89,,,15,0.0,2
2022-02-01,CA,8582249,8006410.0,575839.0,37012,0.0,80022
2021-09-01,MS,474308,274828.0,199480.0,895,341.0,9221
2020-11-01,MO,296768,,,5220,563.0,4408
2020-02-01,MO,0,,,0,,0
2020-05-01,VI,69,,,0,0.0,6
2021-02-01,MT,99954,99954.0,0.0,117,0.0,1357
2021-05-01,ME,65387,48307.0,17080.0,277,136.0,799
2022-04-01,WA,1495469,,,2333,350.0,12694
2021-01-01,ND,96567,92555.0,4012.0,197,38.0,1403
2021-05-01,MO,588131,,,633,179.0,8975
2021-08-01,IL,1522942,1522942.0,0.0,4871,0.0,26500
2021-07-01,ME,69208,50716.0,18492.0,37,12.0,861
2021-08-01,IL,1438972,1438972.0,0.0,2619,0.0,26001
2020-05-01,CT,40468,38384.0,2084.0,446,33.0,3693
2022-01-01,IL,2682983,2682983.0,0.0,20483,0.0,32851
2020-04-01,MD,6968,,,783,0.0,227
2020-10-01,ID,46426,41740.0,4686.0,673,153.0,503
2020-11-01,VI,1538,,,0,0.0,23
2022-02-01,ID,395366,310183.0,85183.0,2313,580.0,4497
2022-02-01,IL,3031220,3031220.0,0.0,4483,0.0,36910
2021-04-01,IN,704595,,,1374,0.0,13167
2021-06-01,GU,8251,,,7,0.0,139
2020-07-01,MT,1569,1569.0,0.0,103,0.0,27
2020-11-01,ID,79798,68350.0,11448.0,1519,249.0,752
2021-05-01,IN,742910,,,557,0.0,13578
2020-10-01,CT,70446,66896.0,3550.0,1319,780.0,4609
2020-02-01,VT,0,,,0,,0
2021-11-01,DE,148964,136823.0,12141.0,468,39.0,2159
2021-02-01,MT,95458,95458.0,0.0,347,0.0,1307
2020-05-01,WI,16462,16462.0,0.0,599,0.0,539
2022-02-01,IL,3013709,3013709.0,0.0,0,0.0,36360
2020-08-01,CA,593141,593141.0,0.0,7085,0.0,10666
2021-04-01,DE,97143,91603.0,5540.0,232,30.0,1567
2021-11-01,NC,1512244,1277514.0,234730.0,1635,236.0,18869
2020-12-01,MI,494990,455668.0,39322.0,6274,427.0,10420
2020-05-01,GU,149,,,1,0.0,5
2020-02-01,NV,0,,,0,,0
2020-04-01,WA,8423,,,314,0.0,420
2021-07-01,ND,110821,101601.0,9220.0,13,-2.0,1532
2020-12-01,VT,4728,,,110,2.0,89
2021-03-01,NV,301334,301334.0,0.0,156,0.0,5174
2020-11-01,AL,218716,185436.0,33280.0,1562,361.0,4964
2020-10-01,ID,58694,51736.0,6958.0,1021,187.0,572
2021-03-01,AL,511664,400975.0,110689.0,898,242.0,10895
2020-09-01,DE,17904,16980.0,924.0,92,1.0,608
2021-07-01,NE,225484,,,30,0.0,2262
2022-03-01,WA,1451284,,,1337,292.0,12432
2020-10-01,NH,9426,,,77,20.0,463
2021-05-01,AL,539407,417163.0,122244.0,252,51.0,11309
2020-12-01,MI,542890,499644.0,43246.0,3951,306.0,12008
2020-09-01,VI,1257,,,15,0.0,19
2020-03-01,DE,8,8.0,0.0,1,0.0,0
2020-07-01,MI,130392,118412.0,11980.0,701,61.0,6349
2021-02-01,MT,94810,94810.0,0.0,426,0.0,1303
2022-01-01,MD,976443,,,2007,0.0,13465
2021-01-01,MS,223753,151719.0,72034.0,1825,1103.0,5674
2022-04-01,MI,2389506,2080612.0,308894.0,0,0.0,35706
2021-09-01,MT,137389,120363.0,17026.0,1214,274.0,1858
2022-03-01,MD,1006636,,,204,0.0,14261
2021-07-01,DE,109325,102122.0,7203.0,17,1.0,1695
2020-07-01,WA,54065,,,1033,0.0,1548
2020-05-01,ME,1465,1339.0,126.0,27,9.0,65
2020-04-01,AL,1599,1544.0,55.0,235,3.0,67
2020-12-01,IN,505218,,,4747,0.0,8133
2021-07-01,VT,22885,,,15,0.0,250
2021-10-01,MT,160896,137167.0,23729.0,554,182.0,2094
2021-08-01,MT,118754,105752.0,13002.0,484,67.0,1726
2021-06-01,MT,112518,101022.0,11496.0,137,250.0,1634
2022-03-01,ME,235584,170510.0,65074.0,291,55.0,2201
2021-02-01,WA,326082,,,1059,123.0,4675
2020-11-01,MT,50582,50582.0,0.0,1184,0.0,561
2021-01-01,MI,653662,596849.0,56813.0,1000,185.0,15824
2020-02-01,ID,0,,,0,,0
2021-09-01,MO,803750,,,1997,571.0,11276
2021-10-01,DE,136589,125841.0,10748.0,320,42.0,1997
2021-05-01,MO,599382,,,255,71.0,9080
2020-12-01,MT,65122,65122.0,0.0,782,0.0,722
2020-04-01,AL,7168,6997.0,171.0,206,2.0,386
2022-01-01,CT,667230,599028.0,68202.0,4805,603.0,9683
2020-08-01,NE,26419,,,253,0.0,313
2020-08-01,MT,7251,7251.0,0.0,188,0.0,104
2020-11-01,VT,2900,,,121,3.0,58
2022-04-01,ID,445167,348826.0,96341.0,127,16.0,4914
2020-07-01,WA,44986,,,902,2.0,1434
2021-04-01,IL,1256634,1256634.0,0.0,2449,0.0,23654
2020-02-01,NC,0,,,0,,0
2021-06-01,NH,98840,,,49,0.0,1354
2022-04-01,VI,15955,,,27,0.0,111
2021-04-01,IL,1299575,1299575.0,0.0,3194,0.0,23945
2020-04-01,NE,1479,,,148,0.0,28
2022-01-01,IN,1329423,,,0,0.0,19614
2020-06-01,MS,18734,18593.0,141.0,255,1.0,1066
2021-08-01,NH,101155,,,169,93.0,1388
2021-05-01,VT,22132,,,27,3.0,246
2020-07-01,VT,1194,,,6,0.0,56
2021-04-01,WI,645514,585308.0,60206.0,613,44.0,7380
2021-08-01,DE,113882,106051.0,7831.0,282,31.0,1838
2020-11-01,GU,4628,,,0,-49.0,79
2021-11-01,MT,189187,157045.0,32142.0,682,210.0,2605
2020-06-01,VI,90,,,6,0.0,6
2021-04-01,IN,710607,,,1143,0.0,13221
2021-10-01,DE,141626,130278.0,11348.0,249,32.0,2064
2020-03-01,MI,12158,11893.0,265.0,1258,27.0,113
2022-01-01,VI,13521,,,120,0.0,91
2021-08-01,VI,4646,,,17,0.0,38
2020-04-01,NH,621,,,81,,9
2020-03-01,DE,216,215.0,1.0,38,1.0,5
2021-10-01,MI,1178908,1047011.0,131897.0,5318,932.0,22609
2021-10-01,CT,395721,358719.0,37002.0,240,12.0,8705
2020-08-01,MI,179340,162871.0,16469.0,1764,146.0,6626
2020-08-01,VI,639,,,0,0.0,9
2021-11-01,MD,579591,,,740,0.0,11157
2020-06-01,ID,3189,2888.0,301.0,50,2.0,83
2020-11-01,CA,1008377,1008377.0,0.0,9875,0.0,18237
2020-05-01,IL,77741,77741.0,0.0,1656,0.0,3406
2021-11-01,CA,5014428,4758297.0,256131.0,5327,0.0,73000
2020-05-01,VT,880,,,2,0.0,53
2021-02-01,VI,2646,,,10,0.0,25
2021-01-01,VT,9523,,,119,1.0,166
2021-03-01,NC,873198,762431.0,110767.0,1907,484.0,12525
2022-03-01,IL,3051797,3051797.0,0.0,1150,0.0,37438
2020-05-01,MS,13606,13506.0,100.0,304,4.0,867
2022-02-01,IL,2929636,2929636.0,0.0,8665,0.0,34853
2020-11-01,DE,33550,32284.0,1266.0,586,13.0,761
2020-03-01,ME,0,0.0,0.0,0,0.0,0
2020-07-01,DE,14910,14016.0,894.0,141,0.0,581
2021-08-01,VI,5295,,,53,0.0,41
2020-10-01,MS,106405,95782.0,10623.0,694,186.0,3361
2020-10-01,MD,144314,,,927,0.0,4279
2020-02-01,IL,2,,,0,,0
2020-05-01,MS,15818,15702.0,116.0,402,2.0,961
2022-03-01,NH,299213,,,0,0.0,2402
2021-01-01,NV,263972,263972.0,0.0,1178,0.0,3792
2020-04-01,WA,7400,,,410,0.0,337
2020-03-01,GU,8,,,3,,0
2020-04-01,NV,1514,,,56,,43
2020-10-01,NV,82204,82100.0,104.0,392,0.0,1665
2020-09-01,MI,242540,219753.0,22787.0,1094,100.0,7125
2021-08-01,IN,782974,,,1648,0.0,14057
2021-11-01,AL,840874,620058.0,220816.0,258,83.0,16353
2021-10-01,WA,712229,,,2143,360.0,8451
2022-04-01,ND,240595,180545.0,60050.0,66,36.0,2257
2021-08-01,CA,4190238,4022222.0,168016.0,13472,0.0,64183
2021-09-01,NH,119068,,,362,0.0,1477
2020-12-01,NC,422342,392485.0,29857.0,7116,890.0,6348
2022-01-01,DE,228500,208791.0,19709.0,2552,259.0,2424
2021-01-01,ID,160592,130908.0,29684.0,559,170.0,1688
2021-09-01,WI,749100,674248.0,74852.0,2534,558.0,8557
2020-12-01,WI,461367,429957.0,31410.0,4478,620.0,4266
2021-04-01,MT,104853,97510.0,7343.0,128,19.0,1454
2020-01-01,NH,0,,,0,,0
2022-04-01,NC,2654094,2214110.0,439984.0,1834,360.0,24559
2020-03-01,ND,0,,,0,,0
2020-09-01,CA,769831,769831.0,0.0,3630,0.0,14627
2020-08-01,AL,106588,101460.0,5128.0,829,122.0,2903
2020-07-01,GU,356,,,0,0.0,5
2021-03-01,GU,7780,,,4,0.0,134
2022-03-01,MD,1011211,,,489,0.0,14331
2021-12-01,ND,170371,140044.0,30327.0,383,120.0,1993
2021-10-01,MO,832672,,,1288,335.0,11693
2022-01-01,ND,218960,167280.0,51680.0,2146,937.0,2090
2022-04-01,MT,272621,212314.0,60307.0,0,0.0,3249
2022-03-01,MO,1409252,,,480,280.0,19874
2020-01-01,DE,0,0.0,0.0,0,0.0,0
2021-06-01,NE,224103,,,39,0.0,2257
2021-01-01,ME,26280,22365.0,3915.0,356,25.0,358
2022-02-01,MD,1001509,,,947,0.0,14105
2021-12-01,ND,164702,136565.0,28137.0,163,-37.0,1915
2021-01-01,DE,70182,67189.0,2993.0,683,71.0,1016
2022-04-01,IN,1696759,,,1023,0.0,23549
2020-03-01,CT,223,,,29,,5
2020-06-01,AL,21802,21475.0,327.0,567,12.0,1007
2020-04-01,CA,12026,12026.0,0.0,1325,0.0,276
2020-08-01,MT,4888,4888.0,0.0,144,0.0,74
2020-10-01,GU,4466,,,48,0.0,76
2020-12-01,ME,23636,20293.0,3343.0,171,21.0,325
2021-09-01,NV,392052,392052.0,0.0,1452,0.0,6539
2020-02-01,CA,6,6.0,0.0,0,0.0,0
2020-02-01,GU,0,,,0,,0
2021-08-01,NC,1098078,935081.0,162997.0,6660,1166.0,14101
2021-03-01,CA,3549101,3549101.0,0.0,1823,0.0,56596
2020-05-01,NH,4651,,,106,0.0,245
2022-03-01,WI,1577659,1386405.0,191254.0,490,134.0,13713
2020-11-01,ID,97054,82599.0,14455.0,551,15.0,897
2021-10-01,ME,92861,66361.0,26500.0,246,70.0,1030
2022-02-01,IN,1629098,,,5659,0.0,21487
2020-07-01,CA,384692,384692.0,0.0,9329,0.0,7620
2022-04-01,NC,2649799,2210714.0,439085.0,686,103.0,24554
2022-02-01,MD,980625,,,1474,0.0,13572
2021-05-01,WA,405109,,,1439,180.0,5499
2020-12-01,WI,497380,461015.0,36365.0,3027,624.0,4879
2022-03-01,WA,1454918,,,935,240.0,12478
2020-09-01,NC,206839,201780.0,5059.0,1255,32.0,3739
2021-02-01,NC,784069,693301.0,90768.0,5547,1017.0,11265
2021-04-01,DE,103983,97464.0,6519.0,191,25.0,1624
2020-06-01,MS,25349,25151.0,198.0,557,3.0,1218
2021-08-01,GU,8593,,,29,0.0,143
2021-05-01,VT,22322,,,58,0.0,246
2020-03-01,MO,235,,,70,0.0,1
2020-08-01,AL,108753,103410.0,5343.0,1423,164.0,2960
2021-06-01,IL,1390140,1390140.0,0.0,248,0.0,25630
2021-07-01,MS,335584,204509.0,131075.0,1202,557.0,7669
2020-09-01,IL,276456,274258.0,2198.0,1402,0.0,8686
2021-03-01,WI,633663,575320.0,58343.0,718,268.0,7274
2020-07-01,NV,36925,36713.0,212.0,948,0.0,674
2020-05-01,MD,34061,,,688,0.0,1834
2021-05-01,MD,456428,,,212,0.0,9558
2021-10-01,MS,500286,287147.0,213139.0,448,247.0,9968
2020-01-01,DE,0,0.0,0.0,0,0.0,0
2020-03-01,CT,3,,,1,,0
2020-10-01,AL,165501,146307.0,19194.0,1085,242.0,4217
2022-02-01,IN,1664353,,,2790,0.0,22136
2020-06-01,WA,29733,,,498,0.0,1284
2020-11-01,WI,269982,256065.0,13917.0,6411,270.0,2333
2022-01-01,ND,214459,164861.0,49598.0,2444,1569.0,2078
2021-05-01,WI,672591,608583.0,64008.0,169,18.0,7749
2020-02-01,VT,0,,,0,,0
2020-01-01,AL,0,0.0,0.0,0,0.0,0
2020-09-01,CT,56587,54216.0,2371.0,0,0.0,4501
2020-02-01,VI,0,,,0,,0
2021-02-01,GU,7689,,,3,0.0,130
2021-03-01,ME,46043,36112.0,9931.0,195,69.0,723
2020-11-01,GU,6768,,,0,0.0,112
2021-06-01,ND,110003,101018.0,8985.0,41,18.0,1512
2021-06-01,AL,545253,420902.0,124351.0,139,62.0,11453
2020-04-01,GU,146,,,1,0.0,5
2020-05-01,WA,21612,,,239,0.0,1118
2021-09-01,MT,132750,116779.0,15971.0,998,350.0,1830
2020-12-01,MS,164660,127729.0,36931.0,1920,1087.0,4525
2020-09-01,GU,1863,,,0,0.0,23
2021-04-01,NE,218410,,,277,0.0,2241
2021-05-01,AL,529765,411840.0,117925.0,334,102.0,11237
2020-08-01,MI,202649,183938.0,18711.0,1270,125.0,6813
2022-04-01,MT,273114,212648.0,60466.0,0,0.0,3260
2020-04-01,ND,331,,,23,,8
2022-01-01,NV,517246,499613.0,17633.0,2902,373.0,8468
2020-05-01,MO,12946,,,257,0.0,850
2021-06-01,WA,445947,,,512,97.0,5810
2021-08-01,WA,542037,,,3007,772.0,6448
2021-08-01,VT,24273,,,102,5.0,257
2020-09-01,WI,103154,97279.0,5875.0,2580,47.0,1246
2020-02-01,MI,0,,,0,,0
2022-04-01,ND,240312,180380.0,59932.0,76,26.0,2257
2021-12-01,NC,1633491,1375241.0,258250.0,4257,363.0,19668
2020-10-01,WA,89254,,,621,23.0,2132
2020-11-01,NV,152169,152169.0,0.0,1642,0.0,2144
